"Name","overallMeanByCpGacross50data"
"cg20887455",0.046410574
"cg20888386",0.043844993
"cg20888907",0.073833198
"cg20890210",0.119886818
"cg20891301",0.539111653
"cg20891917",0.865495719
"cg20892287",0.669216769
"cg20893022",0.216344958
"cg20895028",0.763431811
"cg20895877",0.158165391
"cg20896197",0.03118438
"cg20897667",0.531891459
"cg20899053",0.07836971
"cg20899321",0.803870571
"cg20900524",0.070870668
"cg20902737",0.078696356
"cg20903926",0.770046119
"cg20904010",0.796710481
"cg20904141",0.036481594
"cg20906802",0.758138073
"cg20907471",0.305676208
"cg20908204",0.271413563
"cg20908993",0.057813949
"cg20909686",0.113930629
"cg20910436",0.054174477
"cg20910746",0.635325081
"cg20913782",0.028276077
"cg20914508",0.153620582
"cg20916483",0.042040506
"cg20916523",0.556468761
"cg20917484",0.061766509
"cg20918903",0.049791301
"cg20919133",0.073359
"cg20919556",0.051130129
"cg20919799",0.063423486
"cg20922422",0.265210833
"cg20923575",0.037328772
"cg20924286",0.265417432
"cg20925178",0.086358098
"cg20925482",0.040080569
"cg20925811",0.655469719
"cg20925954",0.342013913
"cg20925955",0.909071655
"cg20927059",0.034824222
"cg20930618",0.038989468
"cg20931907",0.869083958
"cg20932053",0.822974502
"cg20932765",0.060287547
"cg20935106",0.089920466
"cg20937139",0.066553207
"cg20938286",0.033717723
"cg20938359",0.234572171
"cg20938689",0.403019274
"cg20939319",0.610398619
"cg20940661",0.038493996
"cg20945531",0.738446268
"cg20947775",0.057699692
"cg20948472",0.078128695
"cg20950011",0.082628758
"cg20950277",0.799783071
"cg20951444",0.572151265
"cg20951539",0.717747715
"cg20951726",0.049775064
"cg20951821",0.036972479
"cg20953047",0.873595786
"cg20955688",0.191056164
"cg20955831",0.041144251
"cg20956314",0.857551532
"cg20956373",0.037099345
"cg20957193",0.039884598
"cg20959523",0.066468983
"cg20959866",0.123699475
"cg20964758",0.127569769
"cg20965815",0.703795902
"cg20966551",0.036400477
"cg20966972",0.051183877
"cg20967028",0.837317551
"cg20967220",0.754343797
"cg20969242",0.06873181
"cg20969846",0.064626663
"cg20970875",0.051104322
"cg20972214",0.109954014
"cg20972416",0.035280736
"cg20972495",0.849392953
"cg20972543",0.033034978
"cg20972553",0.913241281
"cg20973210",0.291749051
"cg20974196",0.226613317
"cg20975478",0.080562304
"cg20977411",0.065375749
"cg20977864",0.383391287
"cg20979602",0.042136805
"cg20979799",0.114570319
"cg20979896",0.040857321
"cg20980592",0.829853574
"cg20981615",0.712056094
"cg20981893",0.078903822
"cg20982583",0.028171243
"cg20985014",0.857318957
"cg20986134",0.031093772
"cg20987610",0.763442159
"cg20988616",0.744385345
"cg20988728",0.045026537
"cg20991095",0.0267272
"cg20991801",0.061037662
"cg20993403",0.614729952
"cg20994561",0.823113042
"cg20994801",0.459753375
"cg20998885",0.82268389
"cg20999813",0.035098521
"cg20999934",0.034151901
"cg21000021",0.064095271
"cg21003606",0.87961455
"cg21004129",0.713992258
"cg21006686",0.618231858
"cg21008709",0.069210955
"cg21008828",0.09332305
"cg21010050",0.036956213
"cg21010197",0.032313813
"cg21010262",0.058754898
"cg21011830",0.063992022
"cg21012874",0.437711297
"cg21016177",0.068307599
"cg21017752",0.078483876
"cg21019522",0.364183917
"cg21019820",0.036263685
"cg21020082",0.056449391
"cg21020710",0.038391101
"cg21021629",0.809047579
"cg21022247",0.738070863
"cg21022395",0.783894823
"cg21022435",0.871340525
"cg21023001",0.346478094
"cg21023114",0.794782704
"cg21023770",0.688908465
"cg21024145",0.04193787
"cg21024391",0.035781674
"cg21026663",0.03047587
"cg21028326",0.054349476
"cg21029904",0.060136244
"cg21030400",0.532558115
"cg21030483",0.222458848
"cg21030598",0.377210088
"cg21032203",0.068514155
"cg21032583",0.84839337
"cg21033494",0.844745609
"cg21033855",0.093083253
"cg21034676",0.05764782
"cg21035142",0.216525629
"cg21037570",0.038512476
"cg21038229",0.042352581
"cg21038703",0.681639836
"cg21038964",0.073715971
"cg21039631",0.10079461
"cg21039679",0.764631538
"cg21039822",0.027585348
"cg21041127",0.724744061
"cg21042619",0.126199638
"cg21043558",0.411743621
"cg21043754",0.031751761
"cg21044104",0.764964556
"cg21045388",0.888031625
"cg21045917",0.657134415
"cg21046413",0.238345155
"cg21046940",0.055037556
"cg21047206",0.626678224
"cg21048501",0.049266762
"cg21048669",0.50126306
"cg21049762",0.84587456
"cg21051046",0.192866666
"cg21051086",0.288591991
"cg21051423",0.044222537
"cg21052164",0.150666929
"cg21053015",0.04546336
"cg21053323",0.14250665
"cg21053529",0.150351225
"cg21053748",0.048734255
"cg21057046",0.225064315
"cg21057494",0.676461181
"cg21060429",0.858153379
"cg21060854",0.022768556
"cg21061811",0.790783752
"cg21062347",0.384190637
"cg21063899",0.551089346
"cg21065959",0.573870118
"cg21065990",0.02839341
"cg21066636",0.473733421
"cg21067846",0.784731711
"cg21068030",0.819196487
"cg21068152",0.048599877
"cg21068339",0.032294874
"cg21069922",0.051963794
"cg21070087",0.863625995
"cg21070730",0.030354296
"cg21072025",0.068857136
"cg21073927",0.109121426
"cg21075829",0.262853535
"cg21076470",0.076671237
"cg21080294",0.122918961
"cg21081852",0.12628591
"cg21081971",0.460230289
"cg21084260",0.643399249
"cg21085553",0.077110281
"cg21085625",0.03816697
"cg21085768",0.748371637
"cg21086464",0.05160153
"cg21087043",0.176934458
"cg21087137",0.067857735
"cg21087701",0.764155754
"cg21089667",0.954067741
"cg21090723",0.73558605
"cg21091629",0.040578455
"cg21091679",0.072100031
"cg21092324",0.444516222
"cg21092462",0.13895718
"cg21092687",0.085802404
"cg21093060",0.783404718
"cg21094154",0.782902398
"cg21094669",0.142919153
"cg21096399",0.194369673
"cg21096502",0.046117145
"cg21096591",0.343844731
"cg21096915",0.228496856
"cg21096966",0.305157677
"cg21097640",0.101724247
"cg21098323",0.645573725
"cg21099221",0.034329155
"cg21099326",0.028359655
"cg21099488",0.051092887
"cg21101222",0.028654354
"cg21104946",0.13162504
"cg21105318",0.658118185
"cg21109025",0.785665059
"cg21111471",0.706321164
"cg21111868",0.071988078
"cg21112925",0.038600296
"cg21114485",0.0475551
"cg21115977",0.724810797
"cg21115990",0.744649422
"cg21116314",0.480591276
"cg21116410",0.031630834
"cg21117584",0.086690857
"cg21119032",0.051368951
"cg21120063",0.646945196
"cg21120249",0.527509913
"cg21120786",0.106414035
"cg21122529",0.043481281
"cg21122774",0.767590841
"cg21123509",0.045062253
"cg21123573",0.131691797
"cg21126707",0.614740244
"cg21126943",0.307301498
"cg21129531",0.699993849
"cg21130124",0.890430127
"cg21130374",0.409900886
"cg21132104",0.050970651
"cg21132577",0.376907611
"cg21134096",0.132895345
"cg21137417",0.783426981
"cg21137706",0.046232478
"cg21137707",0.761007096
"cg21137823",0.085297495
"cg21140292",0.045228789
"cg21142158",0.089584436
"cg21142188",0.233374821
"cg21142272",0.59819666
"cg21142398",0.744402663
"cg21144270",0.106382637
"cg21144587",0.072166837
"cg21145624",0.080951003
"cg21146268",0.10577645
"cg21148892",0.770774944
"cg21151355",0.320427883
"cg21152662",0.750624203
"cg21152671",0.337874271
"cg21153758",0.066773435
"cg21154823",0.03575583
"cg21161070",0.160003113
"cg21161651",0.032873168
"cg21162961",0.542692733
"cg21163415",0.4241292
"cg21164303",0.033146306
"cg21165219",0.807865862
"cg21165909",0.79563204
"cg21166555",0.031932736
"cg21166999",0.717123951
"cg21167159",0.811625675
"cg21168622",0.171207385
"cg21168884",0.821437143
"cg21169285",0.80037853
"cg21171130",0.030685954
"cg21171373",0.033111075
"cg21171615",0.669170044
"cg21172540",0.049502348
"cg21173623",0.07724728
"cg21176048",0.044215566
"cg21177096",0.055660121
"cg21178548",0.116072134
"cg21179457",0.040650094
"cg21180599",0.148947683
"cg21182322",0.042412484
"cg21182407",0.109347675
"cg21182454",0.025124895
"cg21183846",0.097057026
"cg21183872",0.209617926
"cg21184011",0.157748518
"cg21184174",0.205358241
"cg21184495",0.080299887
"cg21185421",0.024702843
"cg21187265",0.129582027
"cg21194776",0.735916501
"cg21195120",0.161453979
"cg21195414",0.038245515
"cg21196187",0.041666806
"cg21197871",0.252885389
"cg21197973",0.034185453
"cg21198021",0.73851495
"cg21200380",0.079195968
"cg21200703",0.262664223
"cg21201109",0.740376409
"cg21201572",0.657787943
"cg21201659",0.047217987
"cg21203420",0.040503065
"cg21206959",0.043006261
"cg21207418",0.701925949
"cg21207436",0.700927508
"cg21208104",0.066980841
"cg21209091",0.241332871
"cg21209356",0.77350115
"cg21210758",0.104356477
"cg21210789",0.220718841
"cg21211608",0.033854712
"cg21211748",0.066973424
"cg21212066",0.055710228
"cg21212956",0.046206452
"cg21215336",0.210918067
"cg21218093",0.05310903
"cg21218636",0.051160869
"cg21219744",0.034540646
"cg21222430",0.047511279
"cg21223353",0.887501725
"cg21223368",0.034434659
"cg21224049",0.066674219
"cg21224759",0.193480173
"cg21226224",0.250325223
"cg21226225",0.131438626
"cg21226234",0.854831208
"cg21226861",0.040059449
"cg21228284",0.047388647
"cg21229055",0.179026449
"cg21229859",0.070925119
"cg21230133",0.77545411
"cg21230392",0.885129126
"cg21230435",0.853460419
"cg21232015",0.784010732
"cg21232685",0.789564461
"cg21233722",0.254400278
"cg21235838",0.027399841
"cg21237418",0.229808133
"cg21237591",0.197850922
"cg21238457",0.099105659
"cg21238818",0.117947315
"cg21240812",0.034994793
"cg21241823",0.241952102
"cg21242004",0.779118133
"cg21243096",0.090251077
"cg21243909",0.038508213
"cg21244397",0.065354822
"cg21244955",0.806990467
"cg21245135",0.060641149
"cg21245372",0.218001266
"cg21245652",0.26650729
"cg21246431",0.030118826
"cg21246783",0.039656861
"cg21248478",0.319810053
"cg21248774",0.057020642
"cg21250296",0.062197227
"cg21250577",0.039840078
"cg21250978",0.534094202
"cg21252483",0.569295937
"cg21255605",0.130429944
"cg21255626",0.031659194
"cg21255732",0.046473277
"cg21256649",0.133136847
"cg21256656",0.838241272
"cg21257635",0.067603991
"cg21258987",0.645855127
"cg21259253",0.055242733
"cg21260850",0.044613735
"cg21261477",0.044081047
"cg21262854",0.044716069
"cg21263122",0.090818771
"cg21263196",0.074605771
"cg21264055",0.100515065
"cg21264207",0.036474397
"cg21264329",0.064042392
"cg21265783",0.051324428
"cg21269897",0.155257583
"cg21269934",0.072047702
"cg21270015",0.738438597
"cg21270593",0.968466967
"cg21271753",0.423162912
"cg21272774",0.094850865
"cg21273029",0.0533348
"cg21273098",0.024873033
"cg21273125",0.075859523
"cg21274025",0.628487055
"cg21274570",0.71009027
"cg21275690",0.45142008
"cg21277505",0.872375611
"cg21279601",0.409462598
"cg21279865",0.790472716
"cg21279955",0.164626995
"cg21280384",0.051470807
"cg21280510",0.317414483
"cg21281001",0.028973213
"cg21281799",0.695578955
"cg21282997",0.472098041
"cg21283680",0.616321476
"cg21284636",0.1556596
"cg21284731",0.721108861
"cg21284880",0.041701917
"cg21287330",0.057353334
"cg21288099",0.021841642
"cg21289015",0.080987672
"cg21289924",0.02897782
"cg21290885",0.176503388
"cg21291896",0.053079221
"cg21291985",0.681200745
"cg21295467",0.073243542
"cg21295602",0.05472221
"cg21295911",0.041558497
"cg21296230",0.130232027
"cg21296602",0.691224148
"cg21296676",0.428469486
"cg21298523",0.081373554
"cg21299958",0.111324264
"cg21300318",0.387157024
"cg21300561",0.028171109
"cg21301148",0.511415196
"cg21301440",0.287857506
"cg21302727",0.798099263
"cg21303011",0.06782493
"cg21303386",0.106931395
"cg21304187",0.055412466
"cg21305265",0.0424264
"cg21306212",0.057204734
"cg21306218",0.029653752
"cg21306775",0.468285503
"cg21307628",0.750862305
"cg21307697",0.046275328
"cg21309049",0.037877539
"cg21309147",0.048829479
"cg21311175",0.085499037
"cg21312090",0.091174451
"cg21312148",0.76131762
"cg21319693",0.054177679
"cg21319745",0.06534327
"cg21321735",0.028299642
"cg21321885",0.015393882
"cg21322149",0.035360296
"cg21324308",0.694220669
"cg21325760",0.930395024
"cg21329628",0.054081582
"cg21330703",0.117740361
"cg21331335",0.902016688
"cg21331821",0.074691326
"cg21332946",0.029430871
"cg21333964",0.058186861
"cg21335556",0.642909687
"cg21335942",0.034232767
"cg21336547",0.028586
"cg21337430",0.043045486
"cg21339926",0.075160295
"cg21341271",0.04991315
"cg21341807",0.044262487
"cg21342728",0.290239021
"cg21347412",0.77760251
"cg21348691",0.029717701
"cg21349901",0.806874062
"cg21350115",0.286735891
"cg21350283",0.041188977
"cg21351102",0.038302
"cg21351994",0.061617556
"cg21353232",0.137356466
"cg21355508",0.548558031
"cg21358381",0.871174909
"cg21359747",0.11322856
"cg21360828",0.078271957
"cg21361470",0.15001157
"cg21363706",0.841047549
"cg21363943",0.030905199
"cg21364150",0.082281547
"cg21365235",0.274744224
"cg21365602",0.182452827
"cg21366535",0.125514458
"cg21366834",0.864170604
"cg21367040",0.030533136
"cg21367957",0.85730832
"cg21368354",0.050970621
"cg21369679",0.038788159
"cg21369988",0.044348818
"cg21370143",0.828871465
"cg21371335",0.061308839
"cg21372397",0.021988564
"cg21372914",0.750268275
"cg21373526",0.073833627
"cg21374864",0.088675237
"cg21375825",0.837317565
"cg21376883",0.163412339
"cg21377793",0.90126026
"cg21378047",0.050531168
"cg21378206",0.882011816
"cg21379008",0.041087814
"cg21379309",0.033835954
"cg21379816",0.054691048
"cg21380294",0.090238445
"cg21380842",0.049862311
"cg21383720",0.028049375
"cg21387281",0.625835312
"cg21387302",0.064548204
"cg21388029",0.063236248
"cg21389013",0.042303387
"cg21389884",0.022228953
"cg21391660",0.054489524
"cg21395782",0.050750724
"cg21395967",0.172662482
"cg21396405",0.021344696
"cg21399079",0.919378681
"cg21399198",0.042345052
"cg21400640",0.241601342
"cg21400896",0.67079729
"cg21401794",0.039639192
"cg21402035",0.693261303
"cg21402071",0.214255098
"cg21404906",0.093175654
"cg21405195",0.792860924
"cg21406461",0.383891983
"cg21407055",0.856862844
"cg21407839",0.024174324
"cg21409722",0.07854903
"cg21409833",0.765668131
"cg21410991",0.139551829
"cg21412748",0.04858199
"cg21413009",0.064874458
"cg21413251",0.0346767
"cg21414251",0.586937625
"cg21415080",0.58259532
"cg21415604",0.913916448
"cg21415698",0.068655425
"cg21416022",0.177996413
"cg21416237",0.776625144
"cg21416602",0.02753917
"cg21418052",0.373017392
"cg21418076",0.910237877
"cg21419475",0.045483281
"cg21420531",0.090432364
"cg21421501",0.060617369
"cg21421701",0.031540748
"cg21422208",0.078689148
"cg21422622",0.060461441
"cg21424904",0.04842284
"cg21426387",0.023109732
"cg21428681",0.113479527
"cg21429500",0.056963044
"cg21430666",0.953735004
"cg21431091",0.114582385
"cg21431536",0.673971577
"cg21432513",0.913473214
"cg21432842",0.387814924
"cg21432954",0.057049568
"cg21433933",0.793263958
"cg21434440",0.046872198
"cg21434954",0.748681853
"cg21435336",0.051577843
"cg21435394",0.18825433
"cg21438018",0.791816986
"cg21439450",0.03070235
"cg21440587",0.18884945
"cg21443261",0.041091917
"cg21443584",0.043724418
"cg21448423",0.410635286
"cg21449655",0.116203629
"cg21449843",0.049554577
"cg21450627",0.825181051
"cg21451553",0.139536459
"cg21452443",0.04450084
"cg21452766",0.080025045
"cg21453309",0.577607459
"cg21453677",0.083024215
"cg21457147",0.736430907
"cg21457804",0.822502054
"cg21458041",0.718459851
"cg21458116",0.044666382
"cg21458907",0.070021203
"cg21459710",0.06033416
"cg21459867",0.657928488
"cg21459921",0.059815685
"cg21460081",0.09062266
"cg21460582",0.605
"cg21461100",0.117210934
"cg21462299",0.72258845
"cg21463023",0.058800742
"cg21465754",0.03438728
"cg21466821",0.75823406
"cg21468416",0.302242975
"cg21472099",0.034680732
"cg21472642",0.488551524
"cg21474838",0.790680803
"cg21475255",0.044153332
"cg21475402",0.166093662
"cg21476940",0.263333205
"cg21478222",0.048693506
"cg21478437",0.81773375
"cg21478490",0.586285296
"cg21480743",0.130909029
"cg21481775",0.086092505
"cg21484834",0.746123996
"cg21484964",0.848842234
"cg21486659",0.047336372
"cg21486954",0.049983834
"cg21487067",0.043975011
"cg21487207",0.100461282
"cg21488617",0.301515679
"cg21489722",0.844087308
"cg21489873",0.876807869
"cg21491028",0.054816489
"cg21491308",0.33384698
"cg21492378",0.591873794
"cg21493583",0.151566074
"cg21493666",0.083341303
"cg21494337",0.081377354
"cg21494776",0.248816211
"cg21495715",0.6773283
"cg21497439",0.768910009
"cg21500966",0.070950428
"cg21501064",0.279128473
"cg21503093",0.03214859
"cg21504624",0.302926774
"cg21504918",0.088569038
"cg21505334",0.81574358
"cg21505886",0.630154521
"cg21508214",0.029151978
"cg21509023",0.044220875
"cg21509097",0.114068334
"cg21509846",0.245892486
"cg21510697",0.040732972
"cg21511069",0.037846502
"cg21512370",0.680478293
"cg21513385",0.16439642
"cg21513553",0.049663934
"cg21514871",0.42195226
"cg21515243",0.095920203
"cg21515329",0.850693283
"cg21515744",0.04012849
"cg21516287",0.05790236
"cg21516384",0.078683534
"cg21516478",0.088383267
"cg21516819",0.162419061
"cg21517055",0.194970091
"cg21518208",0.665520307
"cg21518938",0.036850148
"cg21518947",0.73951513
"cg21519900",0.600481233
"cg21521452",0.038569118
"cg21522303",0.046490901
"cg21522797",0.877193964
"cg21522988",0.669581528
"cg21523528",0.029849714
"cg21526212",0.046039296
"cg21529533",0.048172408
"cg21529807",0.40233686
"cg21530453",0.068495667
"cg21530890",0.072413968
"cg21533271",0.203683421
"cg21533958",0.854688824
"cg21537939",0.430609948
"cg21538194",0.051109455
"cg21539243",0.053190758
"cg21540749",0.047514855
"cg21541083",0.784459153
"cg21542094",0.055774431
"cg21542793",0.255100671
"cg21544377",0.033101136
"cg21545849",0.025389171
"cg21546057",0.058708465
"cg21546671",0.080069194
"cg21547708",0.068074018
"cg21547976",0.039761778
"cg21548414",0.034000676
"cg21548788",0.029326628
"cg21549639",0.061690166
"cg21549904",0.033725341
"cg21550442",0.594516718
"cg21550483",0.531795026
"cg21552947",0.045092585
"cg21553524",0.023863474
"cg21553596",0.05826586
"cg21554249",0.091881601
"cg21554552",0.11656092
"cg21557231",0.407432608
"cg21559783",0.041860444
"cg21561142",0.079766525
"cg21561173",0.202262316
"cg21565972",0.89292294
"cg21566550",0.023518912
"cg21567017",0.707637091
"cg21567332",0.941510047
"cg21570220",0.130471683
"cg21570468",0.039585788
"cg21570818",0.773146247
"cg21571665",0.058922853
"cg21571937",0.054436862
"cg21572316",0.055096463
"cg21572897",0.764604629
"cg21572997",0.034712339
"cg21573601",0.028293983
"cg21574400",0.052964564
"cg21574752",0.046608569
"cg21575929",0.926071899
"cg21576698",0.120951052
"cg21577049",0.06226966
"cg21578207",0.449407022
"cg21578541",0.52614741
"cg21578906",0.841823426
"cg21581873",0.145369789
"cg21584430",0.719680216
"cg21584983",0.027158289
"cg21586107",0.030501149
"cg21587861",0.050661199
"cg21588305",0.777049118
"cg21589115",0.133982744
"cg21589280",0.070426433
"cg21591452",0.860975508
"cg21591742",0.161828896
"cg21595737",0.089322685
"cg21596317",0.055534153
"cg21596858",0.76192207
"cg21597649",0.057253795
"cg21599792",0.05161277
"cg21600563",0.015853211
"cg21601405",0.232457586
"cg21602160",0.512763034
"cg21602520",0.243214255
"cg21604042",0.103330638
"cg21604615",0.222866227
"cg21604803",0.067243239
"cg21604856",0.514901868
"cg21605986",0.074168071
"cg21606237",0.046033889
"cg21607066",0.045234899
"cg21607649",0.541939696
"cg21608116",0.087591273
"cg21608192",0.054028455
"cg21608489",0.137502477
"cg21609430",0.033425836
"cg21610192",0.045454587
"cg21610516",0.11152947
"cg21611708",0.671272941
"cg21612046",0.040254817
"cg21613754",0.710836483
"cg21614231",0.871610774
"cg21614638",0.389247183
"cg21615127",0.072319947
"cg21615171",0.864616234
"cg21615663",0.754336793
"cg21616088",0.102615441
"cg21618439",0.022686606
"cg21618713",0.059922213
"cg21621114",0.382119876
"cg21621204",0.782211369
"cg21621248",0.070697956
"cg21623671",0.092924389
"cg21624282",0.831907567
"cg21624359",0.638584413
"cg21624883",0.032843945
"cg21625881",0.660624994
"cg21626086",0.85359287
"cg21627181",0.803566569
"cg21628553",0.769826933
"cg21629895",0.690859457
"cg21631409",0.565976793
"cg21631754",0.811165506
"cg21633208",0.04535132
"cg21633698",0.748489868
"cg21634602",0.080563119
"cg21636577",0.737491674
"cg21636748",0.058717492
"cg21637033",0.049681203
"cg21638219",0.061038378
"cg21639401",0.780186454
"cg21639968",0.019453378
"cg21640749",0.81755318
"cg21642076",0.889963762
"cg21642649",0.057547949
"cg21643045",0.856530611
"cg21643191",0.770850286
"cg21643361",0.523048077
"cg21643860",0.046459552
"cg21644628",0.806487759
"cg21644826",0.093768011
"cg21649520",0.72939459
"cg21650900",0.030739545
"cg21651436",0.030662268
"cg21652012",0.881937987
"cg21652958",0.109471235
"cg21655480",0.178264313
"cg21655693",0.062044746
"cg21655790",0.173729396
"cg21656748",0.019971056
"cg21657816",0.030450283
"cg21658946",0.026159664
"cg21660130",0.783111873
"cg21660392",0.713433145
"cg21660424",0.053896338
"cg21660687",0.041058783
"cg21660727",0.106669915
"cg21663122",0.073842103
"cg21663431",0.509649156
"cg21663580",0.044620137
"cg21663722",0.703675828
"cg21664310",0.072962076
"cg21664828",0.092873598
"cg21665000",0.060032449
"cg21665774",0.709415249
"cg21666217",0.028035832
"cg21666675",0.092140733
"cg21667836",0.177783306
"cg21667943",0.116871153
"cg21669679",0.116072402
"cg21671476",0.297470803
"cg21672276",0.099589015
"cg21673646",0.025975894
"cg21674595",0.58214403
"cg21675030",0.051584588
"cg21678388",0.076429688
"cg21680178",0.087734101
"cg21680717",0.041534311
"cg21681756",0.029969984
"cg21682382",0.074237533
"cg21682826",0.034502443
"cg21682902",0.817278673
"cg21684385",0.030590594
"cg21685266",0.114917143
"cg21685427",0.67512445
"cg21685565",0.029785254
"cg21686523",0.041067581
"cg21686900",0.024323995
"cg21686987",0.799207764
"cg21688264",0.04399584
"cg21688707",0.055077751
"cg21690806",0.063042535
"cg21690892",0.929165487
"cg21692936",0.055491012
"cg21693321",0.260189317
"cg21693780",0.064746303
"cg21694349",0.060994913
"cg21695020",0.798598427
"cg21696393",0.216017228
"cg21697134",0.081326345
"cg21697779",0.236876398
"cg21698790",0.034419055
"cg21700070",0.035406691
"cg21700166",0.078474776
"cg21703138",0.02582503
"cg21703572",0.063753285
"cg21705120",0.060572153
"cg21706946",0.724388631
"cg21707816",0.598630948
"cg21709140",0.033613871
"cg21710060",0.90532449
"cg21712678",0.03997359
"cg21712685",0.05958471
"cg21713257",0.032682782
"cg21713812",0.029559098
"cg21715963",0.048156415
"cg21716693",0.344994727
"cg21717724",0.549276812
"cg21718857",0.067778704
"cg21721126",0.029887566
"cg21721155",0.044649094
"cg21721865",0.043413945
"cg21722058",0.039583612
"cg21722680",0.029647717
"cg21723486",0.601312708
"cg21727574",0.826502118
"cg21728447",0.056550183
"cg21729186",0.059803313
"cg21730067",0.027784068
"cg21731286",0.858810914
"cg21732383",0.276639224
"cg21736205",0.824123562
"cg21736592",0.182773082
"cg21740204",0.051839033
"cg21742836",0.524034226
"cg21743569",0.041269482
"cg21743649",0.881391149
"cg21743830",0.731182811
"cg21745164",0.587237852
"cg21745320",0.08049631
"cg21746459",0.046982126
"cg21746887",0.081172243
"cg21747271",0.382783201
"cg21750545",0.032416512
"cg21750589",0.613617469
"cg21750602",0.803143593
"cg21750887",0.62984361
"cg21751787",0.026896866
"cg21753834",0.036211419
"cg21754343",0.742134184
"cg21755709",0.565893892
"cg21756353",0.037175166
"cg21759080",0.044417289
"cg21762107",0.028662543
"cg21762589",0.428967103
"cg21765730",0.626170947
"cg21768899",0.019325326
"cg21769943",0.028631697
"cg21769969",0.16216656
"cg21770145",0.848633485
"cg21770617",0.832470156
"cg21771250",0.407805012
"cg21772838",0.027788625
"cg21774863",0.035296257
"cg21781546",0.797566778
"cg21783004",0.764657674
"cg21784498",0.019277849
"cg21784940",0.445962626
"cg21785260",0.055211914
"cg21785307",0.057025841
"cg21785536",0.084669454
"cg21787206",0.044217896
"cg21787280",0.83654947
"cg21787291",0.047572477
"cg21788470",0.575970713
"cg21789545",0.606857671
"cg21790626",0.086803334
"cg21792432",0.657407453
"cg21792737",0.346330222
"cg21794225",0.239580077
"cg21795497",0.092382361
"cg21796234",0.03979731
"cg21796825",0.02619867
"cg21800088",0.041632236
"cg21800439",0.035283141
"cg21801378",0.060818164
"cg21802726",0.052250078
"cg21803417",0.065077517
"cg21803680",0.043721326
"cg21804822",0.03314028
"cg21804950",0.198000922
"cg21807589",0.431812614
"cg21808053",0.501634158
"cg21815667",0.087773595
"cg21816539",0.071318859
"cg21817450",0.774462205
"cg21818252",0.107391834
"cg21820677",0.060867134
"cg21820890",0.874659525
"cg21824213",0.040577435
"cg21824902",0.047163823
"cg21825027",0.034808229
"cg21825364",0.920319583
"cg21828898",0.047264345
"cg21829265",0.062240504
"cg21830413",0.032988417
"cg21831174",0.56758518
"cg21832150",0.088752345
"cg21832243",0.375159843
"cg21833459",0.061612135
"cg21835622",0.061409346
"cg21835643",0.309681577
"cg21836062",0.427254124
"cg21837443",0.043896295
"cg21838233",0.043978804
"cg21838334",0.109438289
"cg21839522",0.044227487
"cg21840599",0.06100645
"cg21842274",0.598747557
"cg21842478",0.046074453
"cg21842664",0.049914099
"cg21844038",0.196376278
"cg21844956",0.128186494
"cg21845297",0.741135345
"cg21846488",0.650153763
"cg21846903",0.416712012
"cg21849289",0.031376537
"cg21850069",0.060743406
"cg21850239",0.034051847
"cg21850254",0.05479905
"cg21852292",0.097657969
"cg21856603",0.795567496
"cg21858376",0.033851744
"cg21859434",0.031954094
"cg21860846",0.296945007
"cg21861211",0.04210361
"cg21862373",0.042081651
"cg21865006",0.673723724
"cg21869055",0.059844109
"cg21869532",0.099428737
"cg21870662",0.140802754
"cg21870668",0.372843618
"cg21870884",0.213162896
"cg21872129",0.048612924
"cg21872391",0.032132585
"cg21872393",0.039504944
"cg21874193",0.708387931
"cg21875234",0.027850842
"cg21877855",0.045027446
"cg21878918",0.057286315
"cg21879981",0.05910988
"cg21880328",0.296299936
"cg21880903",0.573726209
"cg21885525",0.208729737
"cg21885650",0.049597574
"cg21885995",0.676198222
"cg21888438",0.194945889
"cg21890738",0.051352865
"cg21892409",0.073213161
"cg21892708",0.861076869
"cg21893220",0.031525041
"cg21896452",0.044510476
"cg21898046",0.379909766
"cg21900416",0.029932016
"cg21902119",0.046661711
"cg21902327",0.763753023
"cg21902346",0.037815797
"cg21902544",0.07398898
"cg21903324",0.055710115
"cg21905630",0.092592676
"cg21906716",0.84022631
"cg21907579",0.135915815
"cg21908116",0.029322695
"cg21908259",0.076410902
"cg21909391",0.756627737
"cg21910663",0.063399708
"cg21911019",0.391406176
"cg21912241",0.081457635
"cg21912567",0.054014271
"cg21914262",0.05308023
"cg21917349",0.725974017
"cg21918026",0.088630625
"cg21918500",0.140484247
"cg21919219",0.800326535
"cg21921474",0.292855132
"cg21922574",0.041369938
"cg21922731",0.288996276
"cg21922841",0.091468657
"cg21925493",0.046512629
"cg21926138",0.099693087
"cg21926612",0.09474804
"cg21927363",0.100876827
"cg21927975",0.068189018
"cg21929875",0.664926966
"cg21929993",0.043870345
"cg21930712",0.70144939
"cg21931212",0.077039132
"cg21932800",0.156561089
"cg21932814",0.434677332
"cg21934269",0.191740926
"cg21935083",0.19769995
"cg21935292",0.036385625
"cg21937169",0.058461165
"cg21937886",0.072712549
"cg21939221",0.854660344
"cg21939482",0.042412658
"cg21942082",0.070050629
"cg21942438",0.724285551
"cg21942546",0.932450951
"cg21942576",0.650776022
"cg21943652",0.027996141
"cg21944455",0.724947109
"cg21944757",0.042092027
"cg21946698",0.764484205
"cg21948169",0.060270083
